english,current_telugu
sarvodaya hospital & research centre,సర్వోదయ ఆసుపత్రి & ప్రయోగశాల కేంద్రం
sarvodaya medicentre,సర్వోదయ మెడిసెంటర్
sarvodaya multispeciality & cancer hospital,సర్వోదయ మల్టిస్పాలిటీ & క్యాన్సర్ హాస్పిటల్
sarvodaya nagar,సర్వోదయ నగర్
sarvoddaya group,సర్వోద్దయా గ్రూప్
sarvottam hospital (a unit of sanjeevani superspecialty healthcare pvt. ltd.),సార్వోట్టం హాస్పిటల్ (సంజీవని సూపర్స్పెసియాలిటీ హెల్త్కేర్ ప్రైవేట్. Ltd.)
sas nagar,సాస్ నగర్
sassoon road,సస్సూన్ రోడ్
satara,సతారా
sathe chowk,చౌక్
sathya kidney centre & super speciality hospitals,సత్య కిడ్నీ కేంద్రం & సూపర్ స్పెషాలిటీ ఆసుపత్రులు
satna,సాట్నా.
satya medical centre,సత్య మెడికల్ సెంటర్
satyam hospital (a unit of qualihealthcare pvt. ltd.),సత్యం హాస్పిటల్ (QualihealthCare Pvt యొక్క ఒక యూనిట్ Ltd.)
satyam hospital and trauma centre,సత్యం హాస్పిటల్ మరియు ట్రామా సెంటర్
savarkar square,సావర్కర్ స్క్వేర్
sbs hospital pvt ltd,SBS హాస్పిటల్ Pvt Ltd
sbs nagar,ఎస్బిఎస్ నగర్
scheme 54,పథకం 54.
"sco 1, 2 & 3, sec. 14, old gurugram road, gurugram - 122001, haryana","SK 1, 2 & 3, Sk. 14, ఓల్డ్ గుర్గ్రాం రోడ్, గురుగ్రాం - 122001, హర్యానా "
"sco 168-169, sector-9c, madhya marg, chandigarh -160009","SCO 168-169, సెక్టార్-9C, మధ్య మార్గ్, చండీగఢ్ -160009 "
"sco 178181, p, near court complex, sec3, huda, fatehabad  125050, haryana","SCO 178181, పి, కోర్టు కాంప్లెక్స్, SEC3, హుడా, ఫతేహాబాద్ 125050, హర్యానా "
"sco 352-355, swastik vihar, patiala road, zirakpur, mohali  140603, punjab","SCO 352-355, స్వస్తిక్ విహార్, పాటియాలా రోడ్, జిరాక్పూర్, మొహాలి 140603, పంజాబ్ "
"sco 47-49, sector 344, chandigarh - 160022, punjab","SCO 47-49, సెక్టార్ 344, చండీగఢ్ - 160022, పంజాబ్ "
"sco-138, sector-14, opposite police station, panchkula  134112, haryana","SCO-138, సెక్టార్ -14, వ్యతిరేక పోలీసు స్టేషన్, పంచకుల 134112, హర్యానా "
"sco1, sector  14, anaj mandi, hisar  125001, haryana","స్కో 1, సెక్టార్ 14, గ్రెయిన్ మండి, హిస్సార్ 125001, హర్యానా "
scudder memorial hospital,స్కడ్డర్ మెమోరియల్ హాస్పిటల్.
"sec 14, extn, near madhuban chowk, rohni, delhi  110085","సెకను 14, extn, సమీపంలో మధుబన్ చౌక్, రోహ్ని, ఢిల్లీ 110085 "
secretariat road,సెక్రటేరియట్ రోడ్
secto 21a,సెక్టో 21 ఎ
"sector  62, phase  vii, sas nagar, mohali  160062, punjab","సెక్టార్ 62, ఫేజ్ VII, ఎస్ఎఎస్ నగర్, మొహాలి 160062, పంజాబ్"
sector - 33,సెక్టార్ - 33.
sector - 33c,సెక్టార్ - 33c.
sector - institutional green,సెక్టార్ - సంస్థాగత ఆకుపచ్చ
"sector -14, panchkula","సెక్టార్ -14, పంచకుల "
sector -26,సెక్టార్ -26.
"sector 1, plot 1 & 2, kamothe, navi mumbai, raigarh  410209, maharashtra","సెక్టార్ 1, ప్లాట్ 1 & 2, కామస్, న్యూ ముంబై, రగర్ 410209, మహారాష్ట్ర "
sector 10,సెక్టార్ 10.
sector 12,సెక్టార్ 12.
sector 128,సెక్టార్ 128.
sector 16a,సెక్టార్ 16A.
"sector 17, panchkula","సెక్టార్ 17, పంచకుల "
sector 20-d,సెక్టార్ 20-D
sector 26,సెక్టార్ 26.
sector 33,సెక్టార్ 33.
sector 33a,సెక్టార్ 33A.
sector 34,సెక్టార్ 34.
sector 344,సెక్టార్ 344.
"sector 36, atal nagar, uparawara, raipur  493661, chattisgarh","సెక్టార్ 36, అటల్ నగర్, ఉర్వార, రాయ్ పూర్ 493661, ఛత్తీస్గఢ్ "
sector 37-d,సెక్టార్ 37-D
sector 44-c,సెక్టార్ 44-సి
sector 55,సెక్టార్ 55
"sector 70, s.a.s nagar, mohali  160071, punjab","సెక్టార్ 70, ఎస్.ఎ.ఎస్ నగర్, మొహాలి 160071, పంజాబ్ "
sector no. 12,సెక్టార్ నం 12.
sector-110,సెక్టార్ -11.
"sector-14, opp. new grain market, sirsa road, hisar  125001 , haryana","సెక్టార్ -14, అప్. న్యూ గ్రెయిన్ మార్కెట్, సిర్సా రోడ్, హిసార్ 125001, హర్యానా "
sector-17,సెక్టార్ -17.
sector-21,సెక్టార్ -21.
sector-27,సెక్టార్ -27
sector-29,సెక్టార్ -29.
sector-30,సెక్టార్ -30.
sector-35,సెక్టార్ -35.
sector-38,సెక్టార్ -38.
sector-50,సెక్టార్ -50.
sector-51,సెక్టార్ -51.
"sector-51, near blossom ii society, gurgaon-122001, haryana","సెక్టార్ -51, బ్లోసమ్ II సొసైటీ దగ్గర, గుర్గావ్ -122001, హర్యానా"
sector-7,సెక్టార్ -7.
"sector-b. pocket 1, aruna asaf ali marg casant kunj, new delhi-110070","సెక్టార్-బి. పాకెట్ 1, అరుణ అసఫ్ అలీ మార్గ్ కాసెంట్ కుంజ్, న్యూ ఢిల్లీ  -110070"
secunderabad,సికింద్రాబాద్
security,భద్రత
sedation,సెడేషన్(ఉపశమనమును కలుగజేయుట)
seelanaicken patti,చూడండి
seepat road,సీపాట్ రోడ్
seethammadhara,సీతమ్మధార
sehgal neo hospital,సెహల్ నియో హాస్పిటల్
sengupta hospital & research institute,సేన్గుప్త హాస్పిటల్ & రీసెర్చ్ ఇన్స్టిట్యూట్
sentini hospitals pvt. ltd.,సెంటిని హాస్పిటల్స్ ప్రైవేట్ లిమిటెడ్
serilingampally,సీరియల్ లాంపి
serology,సెరాలజీ(రక్త సీరం అధ్యయనం)విభాగము
serology and immunology,సెరోలజీ మరియు ఇమ్యునాలజీ విభాగము
"sevadham hospital, talegaon station","సర్వ్ హాస్పిటల్, దిల్ల్న్ స్టేషన్ "
"sevasadan lifeline superspeciality hospital, sangli","సోఫా సాతాను లైఫ్ లైన్ సూపర్ స్పెషాలిటీ హాస్పిటల్, SAN "
seven hills healthcare pvt. ltd.,సెవెన్ హిల్స్ హెల్త్‌కేర్ ప్రైవేట్ లిమిటెడ్
seven hills hospital,సెవెన్ హిల్స్ హాస్పిటల్
sewa sadan eye hospital trust,సేవా సదాన్ ఐ హాస్పిటల్ ట్రస్ట్
sewah,నుండి
sg road,SG రోడ్
shadee mohammed road,షేడే మొహమ్మద్ రోడ్
